8000 300 240 
174 165 1 1
123 181 1 1
137 145 1 1
113 108 1 1
99 161 1 1
106 157 1 1
95 131 1 1
198 135 1 1
39 147 1 1
189 152 1 1
51 155 1 1
150 152 1 1
100 159 1 1
105 147 1 1
42 167 1 1
118 163 1 1
87 105 1 1
119 178 1 1
78 171 1 1
68 158 1 1
199 137 1 1
132 148 1 1
80 127 1 1
86 104 1 1
42 152 1 1
76 85 1 1
141 143 1 1
101 145 1 1
192 140 1 1
177 152 1 1
95 156 1 1
90 168 1 1
135 168 1 1
100 122 1 1
120 189 1 1
117 168 1 1
100 143 1 1
93 138 1 1
86 87 1 1
82 147 1 1
77 137 1 1
72 155 1 1
130 181 1 1
171 171 1 1
153 150 1 1
80 84 1 1
90 138 1 1
110 187 1 1
144 145 1 1
90 175 1 1
75 120 1 1
65 126 1 1
75 157 1 1
70 98 1 1
191 150 1 1
125 164 1 1
173 161 1 1
124 170 1 1
157 176 1 1
87 186 1 1
155 147 1 1
98 186 1 1
151 159 1 1
55 158 1 1
124 181 1 1
86 174 1 1
66 122 1 1
48 149 1 1
93 118 1 1
96 164 1 1
143 143 1 1
72 73 1 1
61 128 1 1
81 110 1 1
161 178 1 1
74 101 1 1
100 122 1 1
106 185 1 1
114 152 1 1
153 161 1 1
119 154 1 1
143 162 1 1
91 72 1 1
102 156 1 1
89 59 1 1
112 184 1 1
157 165 1 1
100 123 1 1
191 141 1 1
79 157 1 1
73 138 1 1
137 151 1 1
87 154 1 1
91 128 1 1
52 164 1 1
71 179 1 1
81 147 1 1
164 167 1 1
44 157 1 1
181 162 1 1
95 90 1 1
123 166 1 1
59 156 1 1
140 183 1 1
92 190 1 1
72 71 1 1
147 164 1 1
69 139 1 1
64 128 1 1
81 113 1 1
86 166 1 1
111 165 1 1
140 170 1 1
165 170 1 1
188 166 1 1
97 115 1 1
48 149 1 1
87 63 1 1
80 160 1 1
189 150 1 1
128 178 1 1
101 115 1 1
73 130 1 1
39 158 1 1
47 166 1 1
169 155 1 1
79 176 1 1
164 158 1 1
117 178 1 1
91 124 1 1
109 107 1 1
88 105 1 1
117 162 1 1
101 158 1 1
79 157 1 1
80 160 1 1
87 182 1 1
123 162 1 1
128 162 1 1
72 124 1 1
91 134 1 1
53 151 1 1
143 189 1 1
82 64 1 1
91 175 1 1
143 146 1 1
102 125 1 1
145 180 1 1
110 166 1 1
115 122 1 1
54 159 1 1
57 163 1 1
186 158 1 1
79 124 1 1
153 157 1 1
76 132 1 1
79 181 1 1
143 174 1 1
89 96 1 1
130 158 1 1
87 187 1 1
199 149 1 1
126 184 1 1
40 149 1 1
108 160 1 1
53 172 1 1
81 108 1 1
77 114 1 1
194 163 1 1
72 102 1 1
158 159 1 1
49 148 1 1
121 182 1 1
68 158 1 1
137 158 1 1
188 158 1 1
45 172 1 1
76 123 1 1
154 155 1 1
99 104 1 1
73 89 1 1
74 136 1 1
141 149 1 1
58 161 1 1
60 165 1 1
108 106 1 1
141 150 1 1
80 156 1 1
74 151 1 1
165 146 1 1
124 144 1 1
83 116 1 1
81 147 1 1
92 158 1 1
85 109 1 1
78 114 1 1
102 140 1 1
154 161 1 1
132 149 1 1
116 148 1 1
53 172 1 1
132 176 1 1
117 155 1 1
91 98 1 1
98 153 1 1
101 171 1 1
55 164 1 1
84 135 1 1
200 147 1 1
109 123 1 1
102 128 1 1
105 153 1 1
185 162 1 1
75 141 1 1
71 98 1 1
82 184 1 1
133 161 1 1
89 132 1 1
71 109 1 1
185 145 1 1
170 167 1 1
105 103 1 1
191 147 1 1
151 154 1 1
97 144 1 1
134 159 1 1
159 167 1 1
76 74 1 1
160 163 1 1
167 174 1 1
109 140 1 1
66 136 1 1
109 132 1 1
111 121 1 1
62 127 1 1
158 152 1 1
54 150 1 1
94 105 1 1
65 164 1 1
180 160 1 1
78 117 1 1
81 113 1 1
80 101 1 1
168 160 1 1
70 107 1 1
60 146 1 1
102 157 1 1
128 161 1 1
94 89 1 1
79 139 1 1
196 152 1 1
156 180 1 1
96 96 1 1
130 168 1 1
69 85 1 1
93 105 1 1
47 154 1 1
90 114 1 1
147 170 1 1
101 158 1 1
65 181 1 1
151 144 1 1
124 165 1 1
194 149 1 1
56 167 1 1
101 114 1 1
131 147 1 1
115 188 1 1
153 181 1 1
86 146 1 1
68 112 1 1
192 141 1 1
68 141 1 1
107 187 1 1
93 152 1 1
154 152 1 1
170 167 1 1
171 162 1 1
69 82 1 1
173 153 1 1
111 159 1 1
177 156 1 1
100 178 1 1
108 118 1 1
106 165 1 1
133 153 1 1
108 160 1 1
81 85 1 1
79 96 1 1
99 156 1 1
127 159 1 1
114 128 1 1
200 141 1 1
76 167 1 1
191 158 1 1
143 181 1 1
188 155 1 1
76 143 1 1
91 187 1 1
87 69 1 1
69 155 1 1
114 147 1 1
152 169 1 1
85 172 1 1
97 117 1 1
81 160 1 1
41 172 1 1
97 156 1 1
143 150 1 1
80 115 1 1
163 175 1 1
52 156 1 1
103 128 1 1
72 159 1 1
76 168 1 1
61 130 1 1
170 148 1 1
121 172 1 1
77 165 1 1
90 111 1 1
189 153 1 1
81 152 1 1
154 151 1 1
82 109 1 1
66 132 1 1
113 176 1 1
106 112 1 1
85 179 1 1
119 153 1 1
101 103 1 1
74 179 1 1
73 121 1 1
101 143 1 1
132 144 1 1
117 168 1 1
153 181 1 1
190 147 1 1
92 184 1 1
138 162 1 1
66 174 1 1
137 189 1 1
144 180 1 1
111 152 1 1
75 75 1 1
134 174 1 1
170 161 1 1
117 146 1 1
62 161 1 1
115 117 1 1
54 151 1 1
118 185 1 1
78 122 1 1
86 168 1 1
70 74 1 1
70 132 1 1
66 174 1 1
68 150 1 1
184 146 1 1
168 174 1 1
84 100 1 1
102 173 1 1
117 165 1 1
100 132 1 1
156 172 1 1
167 170 1 1
121 179 1 1
115 184 1 1
80 116 1 1
71 68 1 1
81 98 1 1
58 170 1 1
118 189 1 1
93 178 1 1
113 150 1 1
97 189 1 1
74 145 1 1
115 164 1 1
85 131 1 1
126 164 1 1
104 104 1 1
119 171 1 1
82 158 1 1
70 92 1 1
76 156 1 1
172 173 1 1
81 181 1 1
83 141 1 1
95 156 1 1
70 169 1 1
99 168 1 1
151 173 1 1
91 173 1 1
119 167 1 1
105 150 1 1
77 120 1 1
171 149 1 1
59 147 1 1
40 155 1 1
124 160 1 1
135 146 1 1
108 187 1 1
179 149 1 1
66 137 1 1
116 178 1 1
118 154 1 1
175 150 1 1
50 167 1 1
129 174 1 1
72 94 1 1
71 160 1 1
60 156 1 1
116 158 1 1
143 163 1 1
148 144 1 1
83 105 1 1
136 160 1 1
101 173 1 1
101 102 1 1
179 151 1 1
152 178 1 1
95 184 1 1
121 188 1 1
88 98 1 1
76 79 1 1
90 89 1 1
144 148 1 1
182 167 1 1
130 165 1 1
76 166 1 1
70 164 1 1
105 170 1 1
184 149 1 1
111 133 1 1
162 151 1 1
70 93 1 1
95 147 1 1
90 158 1 1
118 167 1 1
95 172 1 1
69 169 1 1
186 144 1 1
100 112 1 1
131 189 1 1
151 145 1 1
95 104 1 1
194 142 1 1
83 70 1 1
66 144 1 1
73 152 1 1
107 176 1 1
179 162 1 1
116 139 1 1
92 153 1 1
74 91 1 1
102 136 1 1
45 158 1 1
136 183 1 1
188 154 1 1
52 156 1 1
86 84 1 1
142 143 1 1
74 122 1 1
65 170 1 1
112 187 1 1
79 115 1 1
178 145 1 1
77 172 1 1
93 88 1 1
150 177 1 1
90 178 1 1
86 90 1 1
158 156 1 1
81 157 1 1
92 147 1 1
95 154 1 1
100 174 1 1
104 153 1 1
82 150 1 1
107 183 1 1
47 158 1 1
108 140 1 1
79 101 1 1
127 167 1 1
112 172 1 1
103 156 1 1
99 180 1 1
90 138 1 1
158 182 1 1
68 111 1 1
162 148 1 1
171 150 1 1
69 161 1 1
114 142 1 1
95 180 1 1
65 144 1 1
176 163 1 1
140 168 1 1
95 135 1 1
83 91 1 1
70 74 1 1
139 156 1 1
103 150 1 1
90 93 1 1
52 166 1 1
47 167 1 1
138 147 1 1
100 153 1 1
87 175 1 1
163 151 1 1
111 171 1 1
139 155 1 1
105 102 1 1
195 154 1 1
76 108 1 1
125 181 1 1
106 171 1 1
101 102 1 1
151 158 1 1
80 130 1 1
107 102 1 1
71 164 1 1
185 152 1 1
71 136 1 1
106 142 1 1
95 149 1 1
115 146 1 1
187 155 1 1
132 179 1 1
179 154 1 1
111 182 1 1
113 157 1 1
94 109 1 1
157 155 1 1
97 115 1 1
83 134 1 1
170 151 1 1
79 67 1 1
93 118 1 1
130 147 1 1
102 163 1 1
114 149 1 1
61 163 1 1
80 127 1 1
161 165 1 1
65 135 1 1
88 176 1 1
88 168 1 1
42 148 1 1
109 123 1 1
71 63 1 1
134 168 1 1
69 130 1 1
81 81 1 1
106 133 1 1
105 182 1 1
107 127 1 1
82 108 1 1
85 104 1 1
177 147 1 1
180 154 1 1
181 148 1 1
56 152 1 1
190 139 1 1
132 150 1 1
92 97 1 1
124 181 1 1
100 179 1 1
80 143 1 1
66 173 1 1
112 187 1 1
71 96 1 1
148 145 1 1
175 156 1 1
137 183 1 1
112 145 1 1
93 158 1 1
96 118 1 1
172 174 1 1
85 68 1 1
96 153 1 1
113 163 1 1
92 108 1 1
138 166 1 1
78 183 1 1
184 154 1 1
86 164 1 1
126 179 1 1
148 147 1 1
78 138 1 1
110 166 1 1
84 161 1 1
158 166 1 1
82 145 1 1
80 174 1 1
85 164 1 1
162 156 1 1
110 129 1 1
111 116 1 1
78 74 1 1
106 188 1 1
89 169 1 1
129 159 1 1
144 154 1 1
84 72 1 1
75 148 1 1
174 156 1 1
193 145 1 1
105 147 1 1
120 161 1 1
75 62 1 1
82 83 1 1
94 111 1 1
65 151 1 1
90 160 1 1
150 174 1 1
91 89 1 1
129 171 1 1
73 132 1 1
87 90 1 1
64 156 1 1
127 169 1 1
185 154 1 1
67 178 1 1
134 165 1 1
194 148 1 1
111 119 1 1
198 140 1 1
149 172 1 1
92 166 1 1
84 145 1 1
71 145 1 1
74 174 1 1
160 169 1 1
101 130 1 1
158 163 1 1
68 158 1 1
114 101 1 1
188 165 1 1
82 95 1 1
96 164 1 1
188 165 1 1
114 160 1 1
73 95 1 1
96 183 1 1
89 69 1 1
110 138 1 1
84 164 1 1
95 169 1 1
121 158 1 1
81 96 1 1
90 114 1 1
70 88 1 1
97 108 1 1
54 153 1 1
91 153 1 1
120 141 1 1
165 151 1 1
103 147 1 1
82 116 1 1
143 157 1 1
92 149 1 1
92 153 1 1
47 159 1 1
86 180 1 1
94 149 1 1
98 109 1 1
91 161 1 1
89 120 1 1
90 88 1 1
93 147 1 1
143 147 1 1
99 181 1 1
87 97 1 1
89 71 1 1
61 130 1 1
72 182 1 1
87 154 1 1
108 153 1 1
76 149 1 1
116 156 1 1
115 148 1 1
79 141 1 1
72 139 1 1
90 162 1 1
80 134 1 1
187 151 1 1
90 143 1 1
131 158 1 1
188 157 1 1
111 184 1 1
166 162 1 1
93 183 1 1
97 188 1 1
39 150 1 1
112 130 1 1
90 114 1 1
86 185 1 1
99 155 1 1
92 171 1 1
80 176 1 1
103 177 1 1
88 140 1 1
118 140 1 1
110 160 1 1
97 158 1 1
52 164 1 1
123 170 1 1
116 152 1 1
104 165 1 1
64 129 1 1
86 133 1 1
139 173 1 1
144 176 1 1
163 170 1 1
76 106 1 1
70 167 1 1
78 164 1 1
79 93 1 1
80 142 1 1
74 94 1 1
83 164 1 1
180 169 1 1
91 99 1 1
81 131 1 1
88 160 1 1
65 167 1 1
107 124 1 1
67 107 1 1
179 168 1 1
135 167 1 1
47 166 1 1
57 152 1 1
143 161 1 1
79 88 1 1
193 153 1 1
159 143 1 1
78 101 1 1
158 146 1 1
92 102 1 1
113 125 1 1
103 126 1 1
89 185 1 1
85 123 1 1
142 182 1 1
91 133 1 1
121 144 1 1
71 85 1 1
70 169 1 1
143 189 1 1
132 159 1 1
97 161 1 1
95 95 1 1
153 146 1 1
116 185 1 1
92 171 1 1
85 68 1 1
72 102 1 1
113 132 1 1
106 168 1 1
108 163 1 1
111 182 1 1
150 160 1 1
156 166 1 1
130 166 1 1
73 120 1 1
94 139 1 1
53 150 1 1
70 102 1 1
133 181 1 1
66 156 1 1
90 126 1 1
76 121 1 1
121 160 1 1
74 140 1 1
91 119 1 1
73 89 1 1
158 162 1 1
91 167 1 1
41 158 1 1
80 67 1 1
130 159 1 1
47 150 1 1
76 96 1 1
73 78 1 1
73 169 1 1
155 166 1 1
96 184 1 1
147 160 1 1
145 149 1 1
100 169 1 1
133 148 1 1
105 167 1 1
39 165 1 1
82 81 1 1
114 160 1 1
100 181 1 1
98 121 1 1
80 163 1 1
139 174 1 1
90 137 1 1
83 124 1 1
111 140 1 1
80 180 1 1
133 170 1 1
41 166 1 1
98 154 1 1
84 79 1 1
200 155 1 1
117 151 1 1
80 134 1 1
47 168 1 1
171 144 1 1
101 155 1 1
87 67 1 1
152 175 1 1
192 146 1 1
93 141 1 1
157 174 1 1
198 155 1 1
102 108 1 1
73 66 1 1
178 166 1 1
90 163 1 1
90 141 1 1
72 112 1 1
80 107 1 1
81 171 1 1
96 118 1 1
101 120 1 1
137 147 1 1
190 139 1 1
86 155 1 1
139 155 1 1
61 133 1 1
71 133 1 1
94 100 1 1
112 187 1 1
81 160 1 1
45 162 1 1
66 130 1 1
159 157 1 1
82 61 1 1
88 122 1 1
170 149 1 1
89 115 1 1
86 114 1 1
163 176 1 1
144 158 1 1
160 163 1 1
126 164 1 1
66 117 1 1
67 142 1 1
101 190 1 1
61 133 1 1
58 154 1 1
67 115 1 1
80 97 1 1
101 149 1 1
92 156 1 1
64 147 1 1
98 160 1 1
174 154 1 1
141 149 1 1
91 175 1 1
98 181 1 1
64 150 1 1
124 174 1 1
159 176 1 1
67 126 1 1
191 140 1 1
83 86 1 1
78 142 1 1
77 147 1 1
143 170 1 1
54 157 1 1
108 172 1 1
84 101 1 1
104 143 1 1
65 178 1 1
84 147 1 1
110 157 1 1
92 103 1 1
70 66 1 1
72 123 1 1
77 61 1 1
53 152 1 1
90 118 1 1
148 181 1 1
163 143 1 1
168 152 1 1
182 143 1 1
135 169 1 1
187 157 1 1
103 142 1 1
203 142 1 1
98 160 1 1
122 177 1 1
162 160 1 1
112 123 1 1
106 158 1 1
187 159 1 1
98 152 1 1
75 182 1 1
108 174 1 1
81 134 1 1
163 170 1 1
79 108 1 1
198 141 1 1
78 168 1 1
107 118 1 1
104 103 1 1
200 135 1 1
172 152 1 1
85 90 1 1
70 88 1 1
82 95 1 1
154 150 1 1
95 130 1 1
90 124 1 1
44 165 1 1
99 153 1 1
92 140 1 1
117 177 1 1
175 158 1 1
89 187 1 1
162 150 1 1
55 158 1 1
105 125 1 1
51 149 1 1
137 157 1 1
80 186 1 1
106 185 1 1
92 103 1 1
98 162 1 1
89 111 1 1
79 96 1 1
122 152 1 1
121 143 1 1
142 176 1 1
99 177 1 1
110 158 1 1
89 89 1 1
82 153 1 1
76 179 1 1
106 167 1 1
177 154 1 1
99 189 1 1
72 160 1 1
69 149 1 1
69 159 1 1
106 183 1 1
103 185 1 1
156 153 1 1
112 158 1 1
71 164 1 1
71 141 1 1
83 107 1 1
125 165 1 1
86 95 1 1
107 136 1 1
138 165 1 1
169 160 1 1
96 98 1 1
85 168 1 1
100 116 1 1
66 173 1 1
41 167 1 1
121 166 1 1
119 174 1 1
51 169 1 1
142 187 1 1
192 151 1 1
124 174 1 1
152 149 1 1
76 115 1 1
63 127 1 1
126 182 1 1
81 158 1 1
156 164 1 1
54 172 1 1
128 187 1 1
41 150 1 1
131 147 1 1
91 147 1 1
74 142 1 1
162 155 1 1
87 68 1 1
78 109 1 1
134 171 1 1
73 106 1 1
187 148 1 1
139 184 1 1
145 157 1 1
117 161 1 1
145 146 1 1
78 98 1 1
105 118 1 1
115 112 1 1
196 161 1 1
80 85 1 1
157 148 1 1
129 172 1 1
100 186 1 1
126 167 1 1
104 176 1 1
80 137 1 1
103 128 1 1
133 157 1 1
78 83 1 1
86 101 1 1
167 152 1 1
113 137 1 1
63 163 1 1
77 165 1 1
90 92 1 1
83 93 1 1
116 162 1 1
74 149 1 1
140 155 1 1
124 187 1 1
64 133 1 1
114 120 1 1
72 118 1 1
75 106 1 1
137 152 1 1
156 153 1 1
196 151 1 1
90 82 1 1
166 145 1 1
106 103 1 1
188 152 1 1
157 151 1 1
120 167 1 1
193 159 1 1
65 138 1 1
99 120 1 1
147 172 1 1
81 139 1 1
44 164 1 1
147 152 1 1
58 153 1 1
96 177 1 1
89 172 1 1
68 84 1 1
111 158 1 1
73 106 1 1
149 166 1 1
83 164 1 1
117 176 1 1
135 164 1 1
108 179 1 1
78 77 1 1
98 185 1 1
70 178 1 1
71 131 1 1
115 122 1 1
93 154 1 1
65 167 1 1
169 157 1 1
165 154 1 1
89 159 1 1
80 100 1 1
101 172 1 1
81 125 1 1
73 72 1 1
82 180 1 1
71 156 1 1
82 67 1 1
155 170 1 1
102 121 1 1
152 171 1 1
109 123 1 1
120 143 1 1
54 146 1 1
94 101 1 1
106 174 1 1
191 159 1 1
125 188 1 1
90 130 1 1
203 146 1 1
71 102 1 1
88 88 1 1
143 160 1 1
94 160 1 1
73 101 1 1
167 168 1 1
52 165 1 1
161 173 1 1
178 148 1 1
156 147 1 1
43 163 1 1
73 95 1 1
154 156 1 1
108 159 1 1
142 185 1 1
177 170 1 1
85 125 1 1
189 157 1 1
119 155 1 1
75 106 1 1
84 169 1 1
67 109 1 1
66 153 1 1
59 155 1 1
92 142 1 1
96 182 1 1
88 110 1 1
100 160 1 1
117 190 1 1
131 149 1 1
57 167 1 1
68 173 1 1
157 177 1 1
70 164 1 1
66 166 1 1
89 147 1 1
96 162 1 1
95 146 1 1
103 133 1 1
108 107 1 1
167 162 1 1
86 71 1 1
92 132 1 1
116 187 1 1
97 165 1 1
119 179 1 1
95 183 1 1
162 168 1 1
80 123 1 1
142 174 1 1
63 127 1 1
181 147 1 1
52 149 1 1
168 167 1 1
119 159 1 1
70 155 1 1
115 130 1 1
101 104 1 1
131 144 1 1
107 103 1 1
128 163 1 1
140 189 1 1
146 169 1 1
82 176 1 1
49 166 1 1
67 156 1 1
82 149 1 1
112 111 1 1
45 154 1 1
200 146 1 1
77 138 1 1
120 174 1 1
167 168 1 1
83 157 1 1
147 183 1 1
92 181 1 1
80 103 1 1
98 97 1 1
74 148 1 1
59 147 1 1
82 74 1 1
168 156 1 1
90 169 1 1
100 165 1 1
110 101 1 1
172 152 1 1
201 148 1 1
120 185 1 1
146 174 1 1
103 118 1 1
108 121 1 1
115 107 1 1
70 104 1 1
89 144 1 1
150 182 1 1
190 139 1 1
130 154 1 1
115 189 1 1
80 157 1 1
159 145 1 1
114 133 1 1
80 71 1 1
75 137 1 1
105 175 1 1
128 173 1 1
118 167 1 1
143 144 1 1
74 156 1 1
141 180 1 1
79 126 1 1
170 148 1 1
132 181 1 1
75 86 1 1
103 145 1 1
112 161 1 1
90 81 1 1
105 161 1 1
109 150 1 1
67 124 1 1
96 179 1 1
91 162 1 1
52 161 1 1
146 153 1 1
77 175 1 1
122 152 1 1
60 170 1 1
110 130 1 1
193 155 1 1
81 177 1 1
107 113 1 1
71 76 1 1
99 132 1 1
141 158 1 1
182 164 1 1
83 155 1 1
40 150 1 1
47 166 1 1
87 75 1 1
82 73 1 1
107 177 1 1
134 144 1 1
84 159 1 1
149 166 1 1
77 97 1 1
77 83 1 1
109 130 1 1
163 174 1 1
134 153 1 1
97 160 1 1
72 72 1 1
107 159 1 1
112 117 1 1
79 84 1 1
82 72 1 1
122 188 1 1
188 157 1 1
44 156 1 1
79 107 1 1
106 126 1 1
78 142 1 1
161 166 1 1
95 103 1 1
145 178 1 1
79 94 1 1
105 174 1 1
104 183 1 1
63 144 1 1
101 130 1 1
113 106 1 1
78 103 1 1
85 104 1 1
51 163 1 1
113 189 1 1
121 159 1 1
107 116 1 1
87 160 1 1
166 161 1 1
44 162 1 1
113 171 1 1
63 141 1 1
148 174 1 1
180 144 1 1
79 156 1 1
96 131 1 1
87 147 1 1
159 163 1 1
179 163 1 1
74 107 1 1
106 128 1 1
136 166 1 1
55 163 1 1
102 118 1 1
76 150 1 1
170 164 1 1
147 144 1 1
79 137 1 1
175 153 1 1
99 134 1 1
196 149 1 1
130 151 1 1
91 102 1 1
82 129 1 1
136 175 1 1
0 91 1 1
91 171 1 1
73 145 1 1
144 180 1 1
113 156 1 1
184 164 1 1
76 65 1 1
61 141 1 1
115 108 1 1
109 108 1 1
74 175 1 1
82 177 1 1
170 174 1 1
111 142 1 1
95 140 1 1
79 62 1 1
141 184 1 1
130 151 1 1
90 148 1 1
59 160 1 1
92 136 1 1
196 151 1 1
134 151 1 1
80 115 1 1
84 81 1 1
73 76 1 1
100 123 1 1
193 147 1 1
182 169 1 1
87 73 1 1
145 158 1 1
99 144 1 1
82 84 1 1
77 165 1 1
135 152 1 1
69 129 1 1
105 116 1 1
66 149 1 1
77 147 1 1
117 152 1 1
141 181 1 1
68 146 1 1
107 155 1 1
103 157 1 1
112 111 1 1
68 144 1 1
84 149 1 1
107 118 1 1
98 110 1 1
114 162 1 1
149 177 1 1
84 139 1 1
110 178 1 1
85 127 1 1
122 168 1 1
198 153 1 1
171 159 1 1
49 152 1 1
82 75 1 1
161 157 1 1
83 176 1 1
102 108 1 1
85 150 1 1
87 131 1 1
176 153 1 1
98 171 1 1
197 151 1 1
77 82 1 1
76 122 1 1
80 137 1 1
130 173 1 1
77 182 1 1
96 151 1 1
105 181 1 1
73 107 1 1
51 159 1 1
146 160 1 1
183 148 1 1
154 159 1 1
74 147 1 1
110 154 1 1
111 155 1 1
101 113 1 1
97 180 1 1
112 116 1 1
106 182 1 1
138 171 1 1
149 174 1 1
83 114 1 1
95 178 1 1
44 166 1 1
75 115 1 1
112 176 1 1
91 144 1 1
115 101 1 1
77 98 1 1
164 174 1 1
157 143 1 1
50 161 1 1
155 156 1 1
80 76 1 1
105 164 1 1
101 180 1 1
129 159 1 1
140 172 1 1
88 112 1 1
79 156 1 1
167 173 1 1
105 163 1 1
107 168 1 1
75 158 1 1
133 168 1 1
156 163 1 1
170 157 1 1
171 155 1 1
92 111 1 1
124 163 1 1
83 144 1 1
180 146 1 1
141 184 1 1
54 168 1 1
82 134 1 1
90 106 1 1
99 161 1 1
104 109 1 1
84 110 1 1
87 179 1 1
101 100 1 1
41 146 1 1
113 162 1 1
46 158 1 1
77 184 1 1
71 151 1 1
147 153 1 1
123 182 1 1
78 75 1 1
49 146 1 1
88 139 1 1
66 131 1 1
161 166 1 1
105 112 1 1
114 158 1 1
90 66 1 1
134 165 1 1
117 171 1 1
48 149 1 1
70 180 1 1
89 113 1 1
92 146 1 1
86 91 1 1
86 84 1 1
143 161 1 1
83 181 1 1
151 160 1 1
103 184 1 1
124 155 1 1
119 148 1 1
146 144 1 1
123 152 1 1
61 158 1 1
113 154 1 1
72 63 1 1
83 186 1 1
104 173 1 1
89 70 1 1
191 143 1 1
73 129 1 1
140 144 1 1
89 76 1 1
66 133 1 1
79 159 1 1
71 96 1 1
60 168 1 1
79 164 1 1
70 171 1 1
78 140 1 1
193 160 1 1
90 132 1 1
71 141 1 1
98 171 1 1
106 152 1 1
77 141 1 1
124 156 1 1
139 169 1 1
152 161 1 1
107 188 1 1
84 76 1 1
154 158 1 1
87 93 1 1
68 165 1 1
86 84 1 1
74 83 1 1
125 149 1 1
74 68 1 1
114 164 1 1
186 159 1 1
50 168 1 1
91 91 1 1
114 158 1 1
79 89 1 1
97 126 1 1
196 154 1 1
95 144 1 1
73 184 1 1
106 158 1 1
109 185 1 1
94 101 1 1
176 166 1 1
119 145 1 1
84 92 1 1
88 79 1 1
140 168 1 1
102 147 1 1
139 174 1 1
117 149 1 1
174 146 1 1
128 153 1 1
59 163 1 1
127 152 1 1
81 87 1 1
118 183 1 1
76 129 1 1
88 121 1 1
65 144 1 1
79 89 1 1
83 178 1 1
181 147 1 1
73 157 1 1
101 185 1 1
100 150 1 1
183 163 1 1
109 182 1 1
41 148 1 1
143 187 1 1
105 152 1 1
80 144 1 1
87 178 1 1
98 128 1 1
143 185 1 1
48 169 1 1
181 159 1 1
96 157 1 1
99 110 1 1
151 165 1 1
127 167 1 1
85 66 1 1
86 142 1 1
89 64 1 1
80 109 1 1
92 129 1 1
63 158 1 1
177 148 1 1
76 124 1 1
149 165 1 1
194 142 1 1
51 156 1 1
79 170 1 1
169 155 1 1
135 166 1 1
100 112 1 1
184 156 1 1
94 146 1 1
82 170 1 1
72 106 1 1
93 125 1 1
172 170 1 1
84 95 1 1
82 135 1 1
121 141 1 1
158 170 1 1
146 149 1 1
123 172 1 1
93 172 1 1
83 169 1 1
66 153 1 1
126 150 1 1
135 153 1 1
71 156 1 1
91 135 1 1
84 95 1 1
125 170 1 1
81 145 1 1
85 77 1 1
70 94 1 1
191 159 1 1
80 70 1 1
96 136 1 1
157 156 1 1
78 92 1 1
78 123 1 1
191 159 1 1
64 157 1 1
81 86 1 1
41 153 1 1
71 82 1 1
67 176 1 1
141 185 1 1
108 126 1 1
159 148 1 1
172 160 1 1
119 189 1 1
161 152 1 1
43 161 1 1
103 158 1 1
82 126 1 1
107 189 1 1
64 145 1 1
53 166 1 1
79 118 1 1
100 99 1 1
51 160 1 1
68 139 1 1
130 165 1 1
112 174 1 1
56 163 1 1
76 85 1 1
110 140 1 1
161 166 1 1
89 172 1 1
114 115 1 1
183 165 1 1
140 149 1 1
92 136 1 1
199 137 1 1
68 92 1 1
101 174 1 1
106 145 1 1
86 151 1 1
48 163 1 1
160 151 1 1
122 165 1 1
133 178 1 1
95 173 1 1
112 106 1 1
176 159 1 1
79 87 1 1
77 136 1 1
138 159 1 1
88 109 1 1
126 170 1 1
68 149 1 1
113 150 1 1
110 173 1 1
79 118 1 1
124 161 1 1
128 176 1 1
73 118 1 1
137 157 1 1
131 153 1 1
48 162 1 1
61 128 1 1
61 169 1 1
86 171 1 1
145 163 1 1
76 70 1 1
170 156 1 1
98 120 1 1
121 164 1 1
156 144 1 1
117 148 1 1
80 158 1 1
79 102 1 1
138 165 1 1
135 165 1 1
126 152 1 1
70 120 1 1
54 151 1 1
90 64 1 1
87 69 1 1
86 172 1 1
87 141 1 1
58 149 1 1
117 187 1 1
61 155 1 1
114 105 1 1
110 188 1 1
135 143 1 1
177 152 1 1
61 155 1 1
131 187 1 1
98 144 1 1
168 175 1 1
85 109 1 1
112 190 1 1
120 146 1 1
145 158 1 1
67 162 1 1
129 163 1 1
68 109 1 1
88 137 1 1
62 151 1 1
74 97 1 1
68 174 1 1
110 189 1 1
154 162 1 1
93 105 1 1
65 175 1 1
87 152 1 1
138 184 1 1
114 149 1 1
138 164 1 1
113 110 1 1
98 155 1 1
92 176 1 1
101 116 1 1
160 152 1 1
155 157 1 1
161 164 1 1
115 190 1 1
87 89 1 1
163 165 1 1
107 104 1 1
164 169 1 1
68 119 1 1
82 141 1 1
111 178 1 1
82 168 1 1
96 189 1 1
106 181 1 1
200 134 1 1
81 109 1 1
154 181 1 1
135 185 1 1
74 160 1 1
114 166 1 1
78 91 1 1
83 99 1 1
155 169 1 1
62 146 1 1
49 149 1 1
167 151 1 1
81 136 1 1
128 171 1 1
72 92 1 1
126 165 1 1
89 166 1 1
96 181 1 1
88 133 1 1
109 122 1 1
166 152 1 1
86 107 1 1
75 151 1 1
128 144 1 1
115 164 1 1
102 137 1 1
89 137 1 1
148 169 1 1
136 183 1 1
72 164 1 1
198 155 1 1
94 180 1 1
94 115 1 1
95 149 1 1
135 151 1 1
145 177 1 1
81 155 1 1
124 161 1 1
90 125 1 1
58 168 1 1
127 165 1 1
191 138 1 1
178 148 1 1
155 154 1 1
89 136 1 1
67 144 1 1
109 143 1 1
